transaction_id,transaction_date,member_id,member_first_name,member_last_name,member_email,member_tier,member_join_date,member_city,member_state,store_name,store_city,store_state,store_region,book_id,isbn,title,genre,format,author_first,author_last,publisher_name,publisher_city,publisher_country,publication_year,list_price,quantity,discount_percent,sale_total
3979,2019-01-13,298,Nadia,Lewis,nadia.lewis298@email.com,Bronze,2022-03-29,Austin,WA,Tattered Cover,Denver,CO,Mountain,95,978-285-86720-65-7,The Outer Reaches Vol. 7,Science Fiction,Paperback,Anthony,Doerr,Penguin Random House,New York,USA,2019,24.99,3,15,63.72
3980,2023-07-24,52,Tara,Thompson,tara.thompson52@email.com,Gold,2017-10-30,Cambridge,IA,The Booksmith,San Francisco,CA,Pacific,134,978-115-56955-40-9,Shadow Realm Vol. 6,Fantasy,Paperback,Roxane,Gay,Macmillan Publishers,New York,USA,2005,12.73,1,0,12.73
3981,2019-09-18,39,Kenji,Wilson,kenji.wilson39@email.com,Silver,2019-04-05,Seattle,NC,Books & Books,Coral Gables,FL,South,198,978-216-13396-33-7,In Their Own Words Vol. 6,Biography,eBook,James,Patterson,Farrar Straus Giroux,New York,USA,2013,22.52,3,5,64.17
3982,2021-08-01,210,Hector,Brown,hector.brown210@email.com,Silver,2017-04-10,Coral Gables,NY,The Strand,New York,NY,Northeast,114,978-697-28758-39-7,First Contact Vol. 2,Science Fiction,Audiobook,Colson,Whitehead,HarperCollins,New York,USA,2012,30.06,3,10,81.15
3983,2021-05-08,181,Drew,White,drew.white181@email.com,Platinum,2016-04-20,Coral Gables,FL,Books & Books,Coral Gables,FL,South,29,978-159-85914-79-0,The Glass Garden Vol. 5,Fiction,Audiobook,David,Sedaris,Farrar Straus Giroux,New York,USA,2014,14.25,3,10,38.46
3984,2022-11-19,127,Iris,Wilson,iris.wilson127@email.com,Gold,2021-01-11,Denver,WA,Malaprop's Bookstore,Asheville,NC,South,165,978-636-78517-88-2,A Life Remembered Vol. 5,Biography,Paperback,David,Sedaris,HarperCollins,New York,USA,2019,10.32,2,0,20.64
3985,2023-02-13,255,Hector,Thomas,hector.thomas255@email.com,Silver,2018-08-01,San Francisco,NY,Tattered Cover,Denver,CO,Mountain,170,978-884-73736-34-3,Against All Odds Vol. 2,Biography,eBook,Ta-Nehisi,Coates,Penguin Random House,New York,USA,2011,19.49,1,15,16.57
3986,2021-03-11,78,Fatima,Hall,fatima.hall78@email.com,Silver,2019-04-09,Denver,MA,Left Bank Books,St. Louis,MO,Midwest,184,978-526-34551-95-1,The Long Road Vol. 8,Biography,Hardcover,Jhumpa,Lahiri,Bloomsbury,London,UK,2012,29.89,2,5,56.8
3987,2021-02-26,205,Nadia,Allen,nadia.allen205@email.com,Platinum,2019-03-06,St. Louis,NY,Malaprop's Bookstore,Asheville,NC,South,179,978-959-95191-52-2,The Long Road Vol. 3,Biography,eBook,Gillian,Flynn,HarperCollins,New York,USA,2015,16.62,1,20,13.3
3988,2023-08-26,182,Blake,Taylor,blake.taylor182@email.com,Silver,2022-06-21,New York,OR,Books & Books,Coral Gables,FL,South,157,978-897-32037-19-8,Emberfall Vol. 5,Fantasy,eBook,Malcolm,Gladwell,Bloomsbury,London,UK,2012,34.35,1,0,34.35
3989,2020-09-22,230,Casey,Scott,casey.scott230@email.com,Silver,2020-11-23,San Francisco,NC,BookPeople,Austin,TX,South,83,978-399-26551-91-7,Orbit Zero Vol. 3,Science Fiction,Paperback,Stephen,King,Farrar Straus Giroux,New York,USA,2006,18.32,3,10,49.47
3990,2020-12-04,290,Ethan,Garcia,ethan.garcia290@email.com,Bronze,2021-05-09,New York,FL,Tattered Cover,Denver,CO,Mountain,152,978-396-53007-25-0,The Last Mage Vol. 8,Fantasy,eBook,Stephen,King,Hachette Book Group,New York,USA,2009,41.13,1,0,41.13
3991,2021-06-10,140,Wren,Anderson,wren.anderson140@email.com,Platinum,2017-10-10,Seattle,CO,The Booksmith,San Francisco,CA,Pacific,155,978-432-32527-89-7,Emberfall Vol. 3,Fantasy,Audiobook,Anthony,Doerr,Bloomsbury,London,UK,2017,18.83,3,15,48.03
3992,2020-09-02,228,Priya,White,priya.white228@email.com,Platinum,2021-03-05,Portland,NY,Left Bank Books,St. Louis,MO,Midwest,3,978-928-10851-30-6,The Quiet Hours Vol. 3,Fiction,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2023,16.48,3,0,49.44
3993,2020-07-03,12,Hector,Davis,hector.davis12@email.com,Bronze,2015-10-03,Coral Gables,OR,Elliot Bay Book Co,Seattle,WA,Pacific,221,978-923-72094-76-7,When Nations Fall Vol. 5,History,Hardcover,Andy,Weir,Bloomsbury,London,UK,2009,10.53,2,15,17.9
3994,2022-04-23,211,Ethan,Jones,ethan.jones211@email.com,Platinum,2016-11-04,Seattle,CA,Prairie Lights,Iowa City,IA,Midwest,37,978-803-93130-43-8,Edge of Home Vol. 5,Fiction,eBook,James,Patterson,Macmillan Publishers,New York,USA,2015,29.55,1,0,29.55
3995,2022-06-21,225,Marcus,Hall,marcus.hall225@email.com,Silver,2019-10-14,Menlo Park,TX,Books & Books,Coral Gables,FL,South,196,978-897-94562-56-5,In Their Own Words Vol. 4,Biography,Audiobook,James,Patterson,Knopf,New York,USA,2007,10.17,2,5,19.32
3996,2022-02-07,288,Marcus,Young,marcus.young288@email.com,Gold,2018-08-28,Asheville,WA,Powell's Books,Portland,OR,Pacific,6,978-777-39871-47-1,The Quiet Hours Vol. 6,Fiction,eBook,Jhumpa,Lahiri,Knopf,New York,USA,2007,28.62,3,20,68.7
3997,2022-10-24,158,Wren,Garcia,wren.garcia158@email.com,Bronze,2020-05-10,Austin,IA,The Booksmith,San Francisco,CA,Pacific,118,978-108-84177-97-0,First Contact Vol. 6,Science Fiction,eBook,Anthony,Doerr,Macmillan Publishers,New York,USA,2017,9.74,2,5,18.5
3998,2022-06-19,181,Drew,White,drew.white181@email.com,Platinum,2016-04-20,Coral Gables,FL,The Booksmith,San Francisco,CA,Pacific,144,978-967-24184-54-8,Blood and Stone Vol. 8,Fantasy,Paperback,Celeste,Ng,Knopf,New York,USA,2020,14.25,3,20,34.2
3999,2019-06-04,208,Ethan,Wilson,ethan.wilson208@email.com,Gold,2018-04-09,Menlo Park,IA,Harvard Book Store,Cambridge,MA,Northeast,73,978-948-70258-29-6,Shadows Remain,Mystery,Audiobook,Stephen,King,Bloomsbury,London,UK,2016,12.58,1,10,11.32
4000,2019-08-19,259,Omar,King,omar.king259@email.com,Silver,2019-09-15,Iowa City,WA,Harvard Book Store,Cambridge,MA,Northeast,206,978-265-52291-38-5,The Forgotten War Vol. 6,History,Hardcover,Andy,Weir,Penguin Random House,New York,USA,2014,26.61,2,5,50.56
4001,2021-11-28,148,Zoe,Anderson,zoe.anderson148@email.com,Bronze,2022-08-27,Portland,NY,Elliot Bay Book Co,Seattle,WA,Pacific,63,978-597-13804-59-5,No Trace Found Vol. 7,Mystery,Paperback,Isabel,Allende,Farrar Straus Giroux,New York,USA,2013,25.59,2,15,43.5
4002,2022-04-05,205,Nadia,Allen,nadia.allen205@email.com,Platinum,2019-03-06,St. Louis,NY,Left Bank Books,St. Louis,MO,Midwest,53,978-330-36100-28-0,Dead by Dawn Vol. 5,Mystery,eBook,Jhumpa,Lahiri,Farrar Straus Giroux,New York,USA,2012,12.17,3,10,32.85
4003,2023-05-10,195,Zoe,Thompson,zoe.thompson195@email.com,Platinum,2015-07-08,New York,WA,Harvard Book Store,Cambridge,MA,Northeast,28,978-371-69638-46-6,The Glass Garden Vol. 4,Fiction,Hardcover,Mary,Oliver,Bloomsbury,London,UK,2005,14.59,3,10,39.39
4004,2020-10-09,136,Lila,Young,lila.young136@email.com,Silver,2018-02-25,Menlo Park,MO,Harvard Book Store,Cambridge,MA,Northeast,8,978-750-32431-78-3,The Quiet Hours Vol. 8,Fiction,eBook,Ta-Nehisi,Coates,Hachette Book Group,New York,USA,2007,32.85,3,0,98.55
4005,2023-11-29,264,Fatima,King,fatima.king264@email.com,Bronze,2015-11-04,Menlo Park,FL,Prairie Lights,Iowa City,IA,Midwest,43,978-263-24168-58-0,The Last Clue Vol. 3,Mystery,Audiobook,Colson,Whitehead,Scholastic,New York,USA,2012,36.27,2,0,72.54
4006,2023-09-08,88,Drew,Robinson,drew.robinson88@email.com,Silver,2017-03-29,San Francisco,NC,The Strand,New York,NY,Northeast,248,978-219-99167-36-9,Your Best Self Vol. 8,Self-Help,Paperback,Anthony,Doerr,Farrar Straus Giroux,New York,USA,2021,14.58,1,0,14.58
4007,2019-03-22,72,Diana,Brown,diana.brown72@email.com,Gold,2015-01-22,Seattle,CA,Elliot Bay Book Co,Seattle,WA,Pacific,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,2,5,32.84
4008,2019-05-06,284,Fatima,Miller,fatima.miller284@email.com,Silver,2017-05-17,Denver,OR,Books & Books,Coral Gables,FL,South,75,978-868-70910-82-9,Shadows Remain Vol. 3,Mystery,Hardcover,Chimamanda,Adichie,Hachette Book Group,New York,USA,2019,18.47,3,0,55.41
4009,2023-09-04,139,Bailey,Walker,bailey.walker139@email.com,Silver,2016-06-03,Austin,CO,Malaprop's Bookstore,Asheville,NC,South,46,978-282-86099-43-0,The Last Clue Vol. 6,Mystery,eBook,Gillian,Flynn,Farrar Straus Giroux,New York,USA,2008,40.92,2,0,81.84
4010,2019-01-02,54,Wren,Wilson,wren.wilson54@email.com,Bronze,2018-05-13,San Francisco,CA,BookPeople,Austin,TX,South,134,978-115-56955-40-9,Shadow Realm Vol. 6,Fantasy,Paperback,Roxane,Gay,Macmillan Publishers,New York,USA,2005,12.73,3,10,34.38
4011,2023-11-27,285,Nadia,Brown,nadia.brown285@email.com,Platinum,2022-08-30,Austin,CA,BookPeople,Austin,TX,South,147,978-864-79531-37-6,The Last Mage Vol. 3,Fantasy,Audiobook,Mary,Oliver,Simon & Schuster,New York,USA,2005,11.36,1,15,9.66
4012,2022-09-27,248,Nadia,Scott,nadia.scott248@email.com,Platinum,2022-03-03,San Francisco,CA,Harvard Book Store,Cambridge,MA,Northeast,85,978-802-17026-29-2,Orbit Zero Vol. 5,Science Fiction,Audiobook,Celeste,Ng,HarperCollins,New York,USA,2023,25.71,3,20,61.71
4013,2022-05-03,122,Priya,Taylor,priya.taylor122@email.com,Silver,2016-07-28,Menlo Park,WA,Books & Books,Coral Gables,FL,South,142,978-669-17861-85-8,Blood and Stone Vol. 6,Fantasy,Hardcover,Erik,Larson,HarperCollins,New York,USA,2016,23.67,2,15,40.24
4014,2020-12-12,55,Yara,Williams,yara.williams55@email.com,Platinum,2016-01-18,Iowa City,IA,Malaprop's Bookstore,Asheville,NC,South,68,978-256-41266-26-7,The Cold Case Vol. 4,Mystery,Paperback,Richard,Osman,Penguin Random House,New York,USA,2005,15.77,1,5,14.98
4015,2023-06-03,77,Marcus,Wright,marcus.wright77@email.com,Silver,2015-12-13,Coral Gables,NC,Elliot Bay Book Co,Seattle,WA,Pacific,4,978-194-59797-22-5,The Quiet Hours Vol. 4,Fiction,Paperback,Chimamanda,Adichie,Macmillan Publishers,New York,USA,2015,16.31,1,0,16.31
4016,2019-04-05,1,Xander,Davis,xander.davis1@email.com,Bronze,2021-06-26,Portland,IA,BookPeople,Austin,TX,South,13,978-710-71348-77-4,Between Two Worlds Vol. 5,Fiction,Audiobook,James,Patterson,Simon & Schuster,New York,USA,2017,29.27,2,15,49.76
4017,2021-04-05,200,Drew,White,drew.white200@email.com,Silver,2015-04-08,Asheville,CA,The Booksmith,San Francisco,CA,Pacific,185,978-905-76535-80-0,Becoming More,Biography,Hardcover,Andy,Weir,Scholastic,New York,USA,2022,41.41,3,0,124.23
4018,2020-02-21,183,Wren,Garcia,wren.garcia183@email.com,Bronze,2022-11-13,Denver,WA,The Booksmith,San Francisco,CA,Pacific,228,978-570-79878-53-8,The Lost Century Vol. 4,History,Audiobook,Roxane,Gay,Scholastic,New York,USA,2015,26.86,2,0,53.72
4019,2022-02-16,150,Omar,Harris,omar.harris150@email.com,Platinum,2015-01-03,Austin,MO,The Strand,New York,NY,Northeast,100,978-548-73532-25-0,Signal Lost Vol. 4,Science Fiction,Paperback,Richard,Osman,Penguin Random House,New York,USA,2009,18.07,3,0,54.21
4020,2022-09-23,225,Marcus,Hall,marcus.hall225@email.com,Silver,2019-10-14,Menlo Park,TX,Malaprop's Bookstore,Asheville,NC,South,50,978-230-35144-63-6,Dead by Dawn Vol. 2,Mystery,Audiobook,Andy,Weir,Macmillan Publishers,New York,USA,2014,20.08,2,20,32.12
4021,2019-04-17,230,Casey,Scott,casey.scott230@email.com,Silver,2020-11-23,San Francisco,NC,Books & Books,Coral Gables,FL,South,111,978-800-47667-39-1,Nova Protocol Vol. 7,Science Fiction,Hardcover,Ocean,Vuong,Vintage Books,New York,USA,2012,29.98,2,10,53.96
4022,2019-08-31,10,Omar,Thomas,omar.thomas10@email.com,Gold,2016-09-27,Austin,MO,The Booksmith,San Francisco,CA,Pacific,234,978-202-99285-27-0,Turning Points Vol. 2,History,Hardcover,Delia,Owens,Hachette Book Group,New York,USA,2015,12.4,2,10,22.32
4023,2023-07-04,213,James,Harris,james.harris213@email.com,Bronze,2017-12-21,New York,CO,The Booksmith,San Francisco,CA,Pacific,42,978-919-33206-62-0,The Last Clue Vol. 2,Mystery,Paperback,Haruki,Murakami,Bloomsbury,London,UK,2012,40.47,1,0,40.47
4024,2021-02-01,105,James,Williams,james.williams105@email.com,Bronze,2022-12-21,Portland,CA,Prairie Lights,Iowa City,IA,Midwest,29,978-159-85914-79-0,The Glass Garden Vol. 5,Fiction,Audiobook,David,Sedaris,Farrar Straus Giroux,New York,USA,2014,14.25,1,15,12.11
4025,2020-08-28,119,Lila,Allen,lila.allen119@email.com,Platinum,2016-08-02,Iowa City,FL,Harvard Book Store,Cambridge,MA,Northeast,13,978-710-71348-77-4,Between Two Worlds Vol. 5,Fiction,Audiobook,James,Patterson,Simon & Schuster,New York,USA,2017,29.27,2,0,58.54
4026,2021-09-18,23,Priya,Wilson,priya.wilson23@email.com,Gold,2017-07-12,St. Louis,CO,Prairie Lights,Iowa City,IA,Midwest,34,978-371-27361-54-1,Edge of Home Vol. 2,Fiction,Hardcover,Stephen,King,Vintage Books,New York,USA,2011,11.48,3,0,34.44
4027,2021-03-31,217,Amara,Jackson,amara.jackson217@email.com,Silver,2020-01-27,New York,WA,Malaprop's Bookstore,Asheville,NC,South,88,978-740-37659-43-1,Orbit Zero Vol. 8,Science Fiction,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2008,29.72,2,20,47.56
4028,2021-02-12,155,Carlos,Allen,carlos.allen155@email.com,Bronze,2016-01-25,Austin,WA,Powell's Books,Portland,OR,Pacific,43,978-263-24168-58-0,The Last Clue Vol. 3,Mystery,Audiobook,Colson,Whitehead,Scholastic,New York,USA,2012,36.27,1,0,36.27
4029,2022-06-05,166,Iris,Walker,iris.walker166@email.com,Silver,2015-12-12,Asheville,FL,Kepler's Books,Menlo Park,CA,Pacific,30,978-973-79615-30-0,The Glass Garden Vol. 6,Fiction,Hardcover,Isabel,Allende,Scholastic,New York,USA,2020,10.69,2,10,19.24
4030,2020-10-07,245,Sam,Allen,sam.allen245@email.com,Bronze,2016-08-03,Asheville,CA,Tattered Cover,Denver,CO,Mountain,224,978-585-44803-93-9,When Nations Fall Vol. 8,History,Audiobook,Zadie,Smith,HarperCollins,New York,USA,2005,28.84,1,5,27.4
4031,2022-06-01,93,Tara,Martin,tara.martin93@email.com,Platinum,2021-07-12,Asheville,NC,The Strand,New York,NY,Northeast,48,978-632-80575-97-3,The Last Clue Vol. 8,Mystery,Paperback,Haruki,Murakami,Knopf,New York,USA,2018,17.65,2,0,35.3
4032,2022-08-19,111,Marcus,Johnson,marcus.johnson111@email.com,Silver,2022-11-26,Austin,MA,The Booksmith,San Francisco,CA,Pacific,61,978-888-86556-99-0,No Trace Found Vol. 5,Mystery,Audiobook,Roxane,Gay,Vintage Books,New York,USA,2018,11.11,2,15,18.88
4033,2021-10-18,16,Hector,Green,hector.green16@email.com,Gold,2023-03-16,Coral Gables,FL,Harvard Book Store,Cambridge,MA,Northeast,113,978-679-99364-33-2,First Contact,Science Fiction,Audiobook,Ta-Nehisi,Coates,Scholastic,New York,USA,2021,13.94,2,0,27.88
4034,2022-01-13,200,Drew,White,drew.white200@email.com,Silver,2015-04-08,Asheville,CA,Harvard Book Store,Cambridge,MA,Northeast,231,978-453-29198-47-0,The Lost Century Vol. 7,History,Audiobook,Jhumpa,Lahiri,HarperCollins,New York,USA,2017,39.45,3,0,118.35
4035,2022-05-08,167,Tara,King,tara.king167@email.com,Gold,2021-10-24,St. Louis,OR,Kepler's Books,Menlo Park,CA,Pacific,202,978-342-74752-13-5,The Forgotten War Vol. 2,History,Paperback,Sally,Rooney,Scholastic,New York,USA,2011,13.12,3,0,39.36
4036,2019-07-17,168,Bailey,Baker,bailey.baker168@email.com,Gold,2022-05-20,Austin,NC,Tattered Cover,Denver,CO,Mountain,112,978-147-52516-17-4,Nova Protocol Vol. 8,Science Fiction,Hardcover,Donna,Tartt,HarperCollins,New York,USA,2014,24.08,1,20,19.26
4037,2019-01-13,116,Bailey,Harris,bailey.harris116@email.com,Silver,2021-12-03,San Francisco,MO,Kepler's Books,Menlo Park,CA,Pacific,137,978-802-24150-72-7,Blood and Stone,Fantasy,Hardcover,Patrick,Rothfuss,Penguin Random House,New York,USA,2017,42.94,1,5,40.79
4038,2020-11-13,71,Zoe,Walker,zoe.walker71@email.com,Platinum,2016-09-23,Menlo Park,CA,Harvard Book Store,Cambridge,MA,Northeast,249,978-625-64450-68-9,The Habit Code,Self-Help,Audiobook,N.K.,Jemisin,HarperCollins,New York,USA,2019,36.49,2,15,62.04
4039,2022-12-07,53,Carlos,Thomas,carlos.thomas53@email.com,Platinum,2019-07-22,Coral Gables,TX,Tattered Cover,Denver,CO,Mountain,56,978-968-25906-68-2,Dead by Dawn Vol. 8,Mystery,Audiobook,Delia,Owens,Simon & Schuster,New York,USA,2012,10.7,3,20,25.68
4040,2020-05-25,2,Lila,Allen,lila.allen2@email.com,Bronze,2015-09-19,New York,WA,Left Bank Books,St. Louis,MO,Midwest,15,978-880-33416-74-1,Between Two Worlds Vol. 7,Fiction,Paperback,Jhumpa,Lahiri,Bloomsbury,London,UK,2013,24.42,1,5,23.2
4041,2023-11-15,95,Zoe,Thomas,zoe.thomas95@email.com,Bronze,2022-11-13,New York,TX,The Strand,New York,NY,Northeast,169,978-761-97878-64-8,Against All Odds,Biography,eBook,Roxane,Gay,Bloomsbury,London,UK,2021,36.64,3,0,109.92
4042,2023-05-14,242,Amara,Thompson,amara.thompson242@email.com,Bronze,2020-05-11,Menlo Park,FL,BookPeople,Austin,TX,South,200,978-830-68341-21-5,In Their Own Words Vol. 8,Biography,Paperback,Michelle,Obama,HarperCollins,New York,USA,2019,37.99,1,15,32.29
4043,2019-11-18,238,Kenji,Scott,kenji.scott238@email.com,Gold,2022-10-28,Coral Gables,OR,Elliot Bay Book Co,Seattle,WA,Pacific,163,978-856-15376-67-9,A Life Remembered Vol. 3,Biography,Audiobook,Lauren,Groff,Knopf,New York,USA,2022,24.72,2,5,46.96
4044,2020-05-19,280,Rosa,Williams,rosa.williams280@email.com,Platinum,2019-05-05,Asheville,CA,Left Bank Books,St. Louis,MO,Midwest,138,978-381-91830-91-9,Blood and Stone Vol. 2,Fantasy,eBook,Malcolm,Gladwell,HarperCollins,New York,USA,2007,29.67,2,10,53.4
4045,2022-10-14,165,Marcus,Thomas,marcus.thomas165@email.com,Gold,2019-10-25,Denver,TX,Left Bank Books,St. Louis,MO,Midwest,143,978-394-88696-49-5,Blood and Stone Vol. 7,Fantasy,Hardcover,Roxane,Gay,Scholastic,New York,USA,2018,22.96,3,0,68.88
4046,2022-04-11,88,Drew,Robinson,drew.robinson88@email.com,Silver,2017-03-29,San Francisco,NC,Tattered Cover,Denver,CO,Mountain,84,978-288-16734-42-7,Orbit Zero Vol. 4,Science Fiction,eBook,Celeste,Ng,Penguin Random House,New York,USA,2019,24.95,2,15,42.42
4047,2022-12-30,178,James,Brown,james.brown178@email.com,Silver,2020-09-25,Denver,NC,Tattered Cover,Denver,CO,Mountain,44,978-412-39831-38-0,The Last Clue Vol. 4,Mystery,Paperback,Mary,Oliver,Vintage Books,New York,USA,2019,15.78,2,20,25.24
4048,2021-10-25,208,Ethan,Wilson,ethan.wilson208@email.com,Gold,2018-04-09,Menlo Park,IA,The Strand,New York,NY,Northeast,26,978-553-82132-22-0,The Glass Garden Vol. 2,Fiction,Paperback,James,Patterson,Bloomsbury,London,UK,2012,18.46,2,0,36.92
4049,2019-05-17,44,Alex,Baker,alex.baker44@email.com,Bronze,2015-11-01,Portland,IA,Elliot Bay Book Co,Seattle,WA,Pacific,95,978-285-86720-65-7,The Outer Reaches Vol. 7,Science Fiction,Paperback,Anthony,Doerr,Penguin Random House,New York,USA,2019,24.99,2,0,49.98
4050,2023-10-11,27,Rosa,King,rosa.king27@email.com,Bronze,2017-02-19,Cambridge,IA,Malaprop's Bookstore,Asheville,NC,South,235,978-766-36143-46-5,Turning Points Vol. 3,History,Audiobook,Roxane,Gay,Simon & Schuster,New York,USA,2020,31.19,1,15,26.51
4051,2019-07-09,158,Wren,Garcia,wren.garcia158@email.com,Bronze,2020-05-10,Austin,IA,Books & Books,Coral Gables,FL,South,93,978-182-88385-15-6,The Outer Reaches Vol. 5,Science Fiction,eBook,David,Sedaris,Bloomsbury,London,UK,2020,26.01,2,0,52.02
4052,2021-08-23,158,Wren,Garcia,wren.garcia158@email.com,Bronze,2020-05-10,Austin,IA,Harvard Book Store,Cambridge,MA,Northeast,117,978-342-59986-83-5,First Contact Vol. 5,Science Fiction,Paperback,Patrick,Rothfuss,Macmillan Publishers,New York,USA,2020,42.97,2,0,85.94
4053,2023-05-01,110,Xander,Lewis,xander.lewis110@email.com,Platinum,2017-03-19,Coral Gables,IA,Kepler's Books,Menlo Park,CA,Pacific,164,978-163-69050-23-5,A Life Remembered Vol. 4,Biography,eBook,Ocean,Vuong,Hachette Book Group,New York,USA,2021,29.56,2,0,59.12
4054,2023-03-03,271,Amara,White,amara.white271@email.com,Gold,2015-12-25,San Francisco,CA,Left Bank Books,St. Louis,MO,Midwest,113,978-679-99364-33-2,First Contact,Science Fiction,Audiobook,Ta-Nehisi,Coates,Scholastic,New York,USA,2021,13.94,3,20,33.45
4055,2019-09-01,58,Casey,Thompson,casey.thompson58@email.com,Silver,2015-06-24,Austin,MO,Elliot Bay Book Co,Seattle,WA,Pacific,76,978-599-37802-55-4,Shadows Remain Vol. 4,Mystery,eBook,Zadie,Smith,Bloomsbury,London,UK,2015,9.97,3,0,29.91
4056,2020-02-13,293,Iris,Jackson,iris.jackson293@email.com,Platinum,2016-08-12,Portland,IA,Elliot Bay Book Co,Seattle,WA,Pacific,77,978-187-41635-62-7,Shadows Remain Vol. 5,Mystery,eBook,Chimamanda,Adichie,Macmillan Publishers,New York,USA,2021,27.89,2,0,55.78
4057,2020-11-13,105,James,Williams,james.williams105@email.com,Bronze,2022-12-21,Portland,CA,Powell's Books,Portland,OR,Pacific,217,978-210-66482-27-4,When Nations Fall,History,Audiobook,Jhumpa,Lahiri,Vintage Books,New York,USA,2005,18.71,2,0,37.42
4058,2020-03-31,274,James,Scott,james.scott274@email.com,Platinum,2019-06-17,Seattle,CA,Powell's Books,Portland,OR,Pacific,131,978-778-37801-92-9,Shadow Realm Vol. 3,Fantasy,Hardcover,Kazuo,Ishiguro,Hachette Book Group,New York,USA,2019,41.26,1,0,41.26
4059,2019-06-20,112,Yara,Allen,yara.allen112@email.com,Bronze,2015-09-14,Asheville,CO,Prairie Lights,Iowa City,IA,Midwest,136,978-144-96363-76-4,Shadow Realm Vol. 8,Fantasy,Hardcover,Patrick,Rothfuss,Scholastic,New York,USA,2012,24.36,1,20,19.49
4060,2023-08-18,103,Omar,Scott,omar.scott103@email.com,Platinum,2017-04-27,Menlo Park,WA,BookPeople,Austin,TX,South,177,978-950-67340-21-3,The Long Road,Biography,eBook,Malcolm,Gladwell,Simon & Schuster,New York,USA,2021,24.27,3,15,61.89
4061,2019-03-18,94,Drew,Baker,drew.baker94@email.com,Platinum,2022-10-04,Asheville,OR,Prairie Lights,Iowa City,IA,Midwest,236,978-856-14888-32-6,Turning Points Vol. 4,History,Hardcover,Jhumpa,Lahiri,Penguin Random House,New York,USA,2012,31.17,2,10,56.1
4062,2023-07-22,274,James,Scott,james.scott274@email.com,Platinum,2019-06-17,Seattle,CA,Tattered Cover,Denver,CO,Mountain,130,978-760-57012-17-6,Shadow Realm Vol. 2,Fantasy,eBook,Patrick,Rothfuss,Hachette Book Group,New York,USA,2016,12.37,1,10,11.13
4063,2022-01-17,90,Alex,Allen,alex.allen90@email.com,Platinum,2015-10-11,San Francisco,WA,Elliot Bay Book Co,Seattle,WA,Pacific,91,978-252-44816-28-1,The Outer Reaches Vol. 3,Science Fiction,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2012,12.89,1,5,12.25
4064,2021-06-09,147,Kenji,Young,kenji.young147@email.com,Silver,2021-06-25,Coral Gables,WA,Malaprop's Bookstore,Asheville,NC,South,3,978-928-10851-30-6,The Quiet Hours Vol. 3,Fiction,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2023,16.48,2,0,32.96
4065,2020-01-07,33,Yara,Taylor,yara.taylor33@email.com,Platinum,2019-04-09,Asheville,CA,Kepler's Books,Menlo Park,CA,Pacific,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,2,0,61.58
4066,2020-10-31,157,Omar,Johnson,omar.johnson157@email.com,Gold,2015-02-03,New York,IA,Prairie Lights,Iowa City,IA,Midwest,178,978-505-75799-57-3,The Long Road Vol. 2,Biography,eBook,Erik,Larson,Vintage Books,New York,USA,2018,40.63,3,20,97.5
4067,2020-04-08,168,Bailey,Baker,bailey.baker168@email.com,Gold,2022-05-20,Austin,NC,Left Bank Books,St. Louis,MO,Midwest,55,978-804-10726-23-6,Dead by Dawn Vol. 7,Mystery,Audiobook,David,Sedaris,Bloomsbury,London,UK,2009,22.58,3,5,64.35
4068,2022-03-02,52,Tara,Thompson,tara.thompson52@email.com,Gold,2017-10-30,Cambridge,IA,Malaprop's Bookstore,Asheville,NC,South,13,978-710-71348-77-4,Between Two Worlds Vol. 5,Fiction,Audiobook,James,Patterson,Simon & Schuster,New York,USA,2017,29.27,1,20,23.42
4069,2021-09-06,218,Diana,Scott,diana.scott218@email.com,Bronze,2016-07-26,Portland,OR,The Booksmith,San Francisco,CA,Pacific,92,978-549-26299-69-4,The Outer Reaches Vol. 4,Science Fiction,eBook,Toni,Morrison,Simon & Schuster,New York,USA,2023,29.22,2,0,58.44
4070,2019-06-29,196,Bailey,Taylor,bailey.taylor196@email.com,Gold,2018-06-26,New York,NC,Elliot Bay Book Co,Seattle,WA,Pacific,72,978-170-76317-92-5,The Cold Case Vol. 8,Mystery,Hardcover,Sally,Rooney,HarperCollins,New York,USA,2018,20.79,2,15,35.34
4071,2022-04-28,194,Sam,Thomas,sam.thomas194@email.com,Bronze,2016-05-04,Denver,TX,Tattered Cover,Denver,CO,Mountain,114,978-697-28758-39-7,First Contact Vol. 2,Science Fiction,Audiobook,Colson,Whitehead,HarperCollins,New York,USA,2012,30.06,2,20,48.1
